investment_id,policy_id,investment_type,risk_level,investment_date,amount,fund_manager,initial_nav,units_purchased
INV-237429,POL-863087,Money Market Fund,Low,2023-03-27,5550099,UD Pradipta,1317.2,4014.1911
INV-996949,POL-440927,Equity Fund,High,2025-05-28,4202515,PD Januar Thamrin (Persero) Tbk,1277.48,3319.6313
INV-028903,POL-157020,Equity Fund,High,2024-06-16,977713,Perum Rajata Tbk,1064.76,655.669
INV-447346,POL-350564,Fixed Income Fund,Low-Medium,2024-04-26,1621530,Perum Nuraini,1101.7,1420.4865
INV-709495,POL-392066,Money Market Fund,Low,2024-10-01,1819555,PD Utami,1220.48,1230.6588
INV-534178,POL-970190,Sharia Fund,Medium,2025-01-05,1942451,PT Jailani Tbk,1173.95,1647.7761
INV-463457,POL-792097,Money Market Fund,Low,2024-10-22,546534,PT Lailasari,1294.19,445.8503
INV-018730,POL-364720,Money Market Fund,Low,2025-03-19,1904412,UD Sihotang (Persero) Tbk,1003.15,1796.5738
INV-751541,POL-500552,Money Market Fund,Low,2023-09-20,731716,PD Gunarto Tbk,1186.35,603.5916
INV-228771,POL-802484,Sharia Fund,Medium,2024-03-17,2503655,PT Sudiati Napitupulu (Persero) Tbk,1314.48,1796.262
INV-009878,POL-562700,Balanced Fund,Medium,2025-01-02,1960933,UD Suryatmi Tbk,1142.28,1418.2824
INV-265613,POL-342783,Sharia Fund,Medium,2024-06-18,8393232,Perum Hasanah Tbk,1426.5,7531.8687
INV-209292,POL-556030,Equity Fund,High,2025-03-18,3799991,Perum Nuraini,1324.76,3447.5335
INV-410244,POL-256772,Fixed Income Fund,Low-Medium,2024-04-29,3006492,PT Wacana Hariyah,1111.14,2622.5445
INV-064541,POL-950038,Fixed Income Fund,Low-Medium,2025-02-22,7951782,PT Mangunsong (Persero) Tbk,1353.0,5973.7633
INV-287173,POL-926260,Fixed Income Fund,Low-Medium,2023-10-28,1245734,PT Anggriawan Tbk,1337.74,969.7585
INV-661172,POL-668601,Balanced Fund,Medium,2024-09-29,2756923,Perum Sinaga (Persero) Tbk,1439.08,2580.9914
INV-994580,POL-532392,Sharia Fund,Medium,2025-02-05,1606601,CV Yuniar,1390.27,1416.3147
INV-659422,POL-257251,Balanced Fund,Medium,2024-06-09,3660899,UD Namaga,1043.99,3570.6404
INV-859262,POL-493982,Sharia Fund,Medium,2024-01-18,2805420,CV Pradana Wastuti,1325.69,1916.9725
INV-629216,POL-426141,Balanced Fund,Medium,2024-12-30,1029128,PD Nuraini,1336.55,1005.2881
INV-307035,POL-130372,Sharia Fund,Medium,2024-04-18,1996771,PT Nurdiyanti Yolanda,1163.7,1411.617
INV-435494,POL-000995,Equity Fund,High,2025-03-03,1742336,Perum Sihotang Tbk,1144.09,1325.0479
INV-976330,POL-978507,Money Market Fund,Low,2025-05-11,1867072,PD Natsir Tbk,1266.3,1358.0934
INV-732181,POL-957947,Balanced Fund,Medium,2023-08-10,2305393,CV Marpaung Zulaika,1323.84,1687.1352
INV-470882,POL-984985,Equity Fund,High,2025-01-20,5130666,CV Melani Tbk,1266.06,4533.3629
INV-127632,POL-625305,Balanced Fund,Medium,2025-06-29,4280376,CV Uwais,1391.22,2917.9462
INV-294983,POL-535906,Sharia Fund,Medium,2023-04-29,999956,Perum Pertiwi,1495.72,927.1108
INV-122964,POL-927718,Balanced Fund,Medium,2025-04-13,3552901,UD Agustina Tbk,1295.23,3196.2842
INV-004352,POL-518719,Equity Fund,High,2024-05-20,3071666,UD Pudjiastuti Andriani,1129.3,2963.8849
INV-326235,POL-744805,Fixed Income Fund,Low-Medium,2025-06-30,4485531,PD Mustofa,1348.71,4341.2186
INV-417666,POL-445730,Fixed Income Fund,Low-Medium,2025-04-27,2671684,PD Oktaviani Gunarto (Persero) Tbk,1442.45,1868.5397
INV-707230,POL-941451,Sharia Fund,Medium,2025-04-21,3644665,Perum Suryono,1075.38,2605.8847
INV-129716,POL-082362,Sharia Fund,Medium,2023-10-14,2543857,Perum Utama Wibisono Tbk,1166.05,2224.231
INV-772815,POL-849338,Sharia Fund,Medium,2024-09-22,664382,Perum Haryanti,1319.79,613.9335
INV-873689,POL-383778,Money Market Fund,Low,2025-06-27,3921626,UD Prayoga Prasasta Tbk,1257.85,2924.5783
INV-599087,POL-090540,Equity Fund,High,2023-08-15,3274869,PD Habibi Tbk,1167.58,2223.2841
INV-478192,POL-082781,Equity Fund,High,2024-05-11,1037627,PT Wasita Pudjiastuti,1491.53,810.6998
INV-978122,POL-654163,Fixed Income Fund,Low-Medium,2024-05-06,9094595,UD Irawan Hartati (Persero) Tbk,1348.37,6430.6068
INV-213371,POL-121921,Money Market Fund,Low,2025-07-05,7645771,CV Sihotang (Persero) Tbk,1265.72,6513.1236
INV-475651,POL-932855,Money Market Fund,Low,2023-09-01,1990756,PT Anggriawan Tbk,1202.19,1948.6869
INV-338504,POL-149369,Fixed Income Fund,Low-Medium,2025-05-30,1397118,PT Utami,1449.35,1320.5041
INV-519703,POL-279594,Equity Fund,High,2025-01-15,4826327,PD Tarihoran Tbk,1160.5,4678.6667
INV-827731,POL-292259,Equity Fund,High,2024-06-11,3929496,PT Kuswandari,1236.2,3686.3868
INV-765046,POL-492547,Sharia Fund,Medium,2024-08-23,9855252,PT Hidayanto,1220.53,6867.5673
INV-729682,POL-442690,Fixed Income Fund,Low-Medium,2024-12-10,3897000,UD Hassanah,1006.06,2659.2754
INV-431255,POL-620339,Money Market Fund,Low,2024-12-27,4802806,PD Prayoga Zulaika (Persero) Tbk,1243.62,4595.0733
INV-953550,POL-627019,Money Market Fund,Low,2025-05-28,70355,Perum Nasyiah,1273.89,47.9958
INV-175195,POL-526102,Fixed Income Fund,Low-Medium,2025-06-21,3406800,Perum Siregar,1317.98,3405.4133
INV-931790,POL-253489,Equity Fund,High,2024-03-17,365790,Perum Mahendra,1307.43,348.7383
INV-308494,POL-757367,Money Market Fund,Low,2025-07-05,5199273,PD Uwais (Persero) Tbk,1138.62,4150.5718
INV-545252,POL-161282,Sharia Fund,Medium,2025-05-23,4914452,UD Suwarno Rajasa,1257.27,4753.7775
INV-603878,POL-725949,Sharia Fund,Medium,2025-06-23,2726656,Perum Wijayanti Sinaga Tbk,1328.47,2549.5827
INV-022409,POL-261233,Fixed Income Fund,Low-Medium,2024-10-13,2494051,UD Namaga Prabowo (Persero) Tbk,1173.38,1860.1906
INV-087820,POL-715865,Balanced Fund,Medium,2025-02-18,6556360,UD Adriansyah,1365.92,4750.7236
INV-330444,POL-101768,Money Market Fund,Low,2023-04-15,4605160,Perum Pradana Tbk,1249.43,3392.5745
INV-871230,POL-781494,Sharia Fund,Medium,2025-07-06,2756783,Perum Prasasta Rajata,1064.23,2319.1263
INV-351204,POL-621342,Money Market Fund,Low,2024-12-29,4406935,UD Mansur (Persero) Tbk,1176.27,4258.1314
INV-779253,POL-664801,Equity Fund,High,2023-12-21,1195326,Perum Novitasari,1105.78,1088.2186
INV-129241,POL-749742,Fixed Income Fund,Low-Medium,2024-10-12,1585268,PD Nababan Kusumo Tbk,1347.95,1194.4358
INV-614948,POL-790263,Money Market Fund,Low,2024-04-10,1360983,UD Sihotang,1143.93,925.9149
INV-905898,POL-576256,Equity Fund,High,2025-02-21,2690304,CV Yuliarti,1420.46,2254.0881
INV-766706,POL-192363,Equity Fund,High,2023-06-26,7646680,CV Latupono Sinaga,1074.05,6214.0179
INV-156926,POL-557961,Balanced Fund,Medium,2023-04-23,3176064,CV Damanik (Persero) Tbk,1034.69,2439.7618
INV-668490,POL-252207,Equity Fund,High,2025-06-24,3304704,Perum Kuswoyo Waskita Tbk,1217.98,2319.0347
INV-883701,POL-645939,Balanced Fund,Medium,2025-03-28,3487841,PT Sihombing,1431.1,3471.7848
INV-438272,POL-374346,Money Market Fund,Low,2025-07-02,1209426,Perum Suryatmi,1430.27,925.6024
INV-373525,POL-718336,Fixed Income Fund,Low-Medium,2024-10-06,5662385,UD Sitorus Maulana (Persero) Tbk,1398.3,4060.24
INV-996340,POL-037836,Balanced Fund,Medium,2025-05-26,4882142,PT Salahudin Latupono,1404.93,3456.699
INV-606391,POL-151864,Equity Fund,High,2025-07-06,2008631,Perum Suartini (Persero) Tbk,1252.68,1386.8431
INV-684259,POL-728259,Money Market Fund,Low,2024-06-13,8598411,PD Megantara (Persero) Tbk,1237.89,6392.6908
INV-748164,POL-837557,Sharia Fund,Medium,2024-03-29,949228,CV Lestari Sirait,1164.09,750.382
INV-136073,POL-773872,Sharia Fund,Medium,2024-10-25,5648068,PD Permata Widiastuti Tbk,1333.28,5041.4192
INV-518390,POL-574786,Equity Fund,High,2024-06-07,3218264,CV Kusmawati,1163.82,2818.3719
INV-542404,POL-467633,Equity Fund,High,2025-04-10,2131318,CV Siregar Suwarno,1420.11,1857.6228
INV-503002,POL-821841,Balanced Fund,Medium,2025-02-17,6921846,PD Haryanti Nashiruddin,1112.88,4740.4399
INV-129246,POL-176684,Money Market Fund,Low,2024-12-24,3651459,Perum Lazuardi Sitorus,1105.2,3485.5891
INV-608584,POL-537279,Equity Fund,High,2024-12-04,1207409,UD Puspita,1012.13,1032.0617
INV-212136,POL-294395,Money Market Fund,Low,2024-04-11,5184114,Perum Farida,1065.21,3807.7764
INV-466499,POL-009393,Balanced Fund,Medium,2025-02-12,5122974,UD Najmudin Zulkarnain,1474.78,3953.6215
INV-933703,POL-166026,Equity Fund,High,2024-09-25,1200283,PT Widodo,1206.95,967.3674
INV-555222,POL-330062,Sharia Fund,Medium,2024-02-15,2537264,UD Maryadi,1195.07,2380.2497
INV-798996,POL-601354,Fixed Income Fund,Low-Medium,2024-12-28,1390309,UD Simbolon (Persero) Tbk,1292.57,1181.9227
INV-838336,POL-214048,Balanced Fund,Medium,2024-10-01,3761532,PT Prakasa Tbk,1391.18,3011.4213
INV-517527,POL-015624,Equity Fund,High,2025-05-25,3999502,PD Damanik,1270.35,3240.0996
INV-930310,POL-752918,Fixed Income Fund,Low-Medium,2024-05-17,2427125,PD Wastuti Suryatmi (Persero) Tbk,1455.96,1943.5341
INV-988912,POL-782194,Balanced Fund,Medium,2024-12-12,4835587,CV Novitasari,1441.45,4147.7133
INV-929188,POL-845965,Balanced Fund,Medium,2025-06-28,1201029,Perum Simanjuntak,1125.14,1163.9926
INV-952583,POL-351411,Equity Fund,High,2024-05-26,8361733,Perum Nuraini Tbk,1064.99,6065.3764
INV-597463,POL-325346,Equity Fund,High,2024-09-30,3413985,UD Ramadan,1075.44,2444.568
INV-045336,POL-814597,Equity Fund,High,2023-06-19,660732,UD Yulianti Usada,1253.23,620.5967
INV-515618,POL-181898,Sharia Fund,Medium,2024-12-02,4110505,UD Prasetya Widodo,1491.06,3240.1935
INV-423915,POL-088927,Fixed Income Fund,Low-Medium,2024-10-25,5179546,PT Padmasari Natsir (Persero) Tbk,1496.85,4670.0017
INV-408870,POL-599935,Fixed Income Fund,Low-Medium,2025-06-04,8729712,CV Wahyudin,1054.34,8161.8957
INV-484556,POL-177766,Sharia Fund,Medium,2025-03-30,2801379,CV Latupono (Persero) Tbk,1196.45,2002.5926
INV-710817,POL-421187,Fixed Income Fund,Low-Medium,2024-12-19,4990556,PD Hariyah Zulkarnain Tbk,1306.65,3856.4454
INV-583015,POL-299582,Equity Fund,High,2025-04-13,9718756,UD Namaga,1277.9,6864.5911
INV-054779,POL-021404,Sharia Fund,Medium,2025-05-16,2078078,PT Lailasari (Persero) Tbk,1278.35,1874.2694
INV-163628,POL-792575,Sharia Fund,Medium,2023-08-03,1626647,PD Lestari (Persero) Tbk,1017.18,1177.1296
INV-069513,POL-966089,Balanced Fund,Medium,2024-12-02,1412746,PT Marpaung Tbk,1400.6,981.0237
INV-738926,POL-118477,Equity Fund,High,2025-03-19,4101856,UD Sihotang Tbk,1217.3,2840.8653
INV-338775,POL-583470,Sharia Fund,Medium,2023-11-09,749533,PD Mansur,1176.21,696.0479
INV-793248,POL-880044,Fixed Income Fund,Low-Medium,2025-03-01,7285551,Perum Natsir (Persero) Tbk,1463.14,5280.2
INV-912087,POL-589499,Equity Fund,High,2025-06-28,6919795,CV Najmudin Permata,1272.63,6283.5913
INV-994944,POL-246790,Sharia Fund,Medium,2025-05-24,1072158,UD Novitasari Firgantoro (Persero) Tbk,1181.79,915.9892
INV-681798,POL-223213,Balanced Fund,Medium,2024-06-25,1963932,PT Agustina Tbk,1104.65,1371.4197
INV-528314,POL-280414,Balanced Fund,Medium,2023-12-30,3463252,UD Pertiwi Adriansyah,1118.38,2695.0014
INV-728208,POL-001693,Sharia Fund,Medium,2023-08-18,3848648,Perum Prasetyo (Persero) Tbk,1245.15,3726.494
INV-842033,POL-468793,Balanced Fund,Medium,2023-08-31,6758431,CV Pertiwi Santoso,1411.26,4924.9677
INV-614330,POL-198556,Balanced Fund,Medium,2024-08-08,3896321,PD Simanjuntak,1077.51,2899.4688
INV-051157,POL-322095,Money Market Fund,Low,2025-04-20,431779,CV Dabukke (Persero) Tbk,1355.68,341.8926
INV-876908,POL-292079,Money Market Fund,Low,2025-03-14,3966260,UD Budiyanto Widodo (Persero) Tbk,1153.04,3636.4816
INV-824768,POL-194209,Money Market Fund,Low,2024-02-02,2335620,CV Maryadi Tbk,1038.39,1992.6196
INV-502006,POL-618782,Balanced Fund,Medium,2025-02-19,3627024,Perum Hariyah,1260.15,3243.2984
INV-871642,POL-672048,Fixed Income Fund,Low-Medium,2025-06-01,3278787,PD Saefullah Tbk,1203.63,2886.3515
INV-825387,POL-440290,Fixed Income Fund,Low-Medium,2024-10-01,2147563,PT Purnawati (Persero) Tbk,1316.32,1651.6656
INV-500251,POL-315552,Equity Fund,High,2025-03-31,1836457,PT Farida,1439.75,1540.1691
INV-826739,POL-800603,Sharia Fund,Medium,2024-12-14,2725834,UD Hutasoit Tbk,1450.67,1837.7283
INV-915951,POL-807531,Balanced Fund,Medium,2024-03-27,118756,PT Haryanti Gunarto (Persero) Tbk,1239.97,116.6977
INV-051298,POL-533477,Money Market Fund,Low,2024-11-23,7770390,PD Wijaya,1163.41,5632.5696
INV-233017,POL-028509,Money Market Fund,Low,2023-04-09,5822208,PD Gunarto,1204.37,4022.2558
INV-858408,POL-395304,Balanced Fund,Medium,2025-04-07,1904638,UD Wacana Fujiati Tbk,1462.74,1321.7603
INV-178037,POL-355148,Money Market Fund,Low,2024-12-20,6116134,PD Budiyanto Firgantoro Tbk,1413.46,5712.2207
INV-207147,POL-032707,Fixed Income Fund,Low-Medium,2025-06-12,3460179,CV Sitompul,1337.07,2369.4419
INV-041642,POL-079184,Money Market Fund,Low,2024-11-22,6277087,Perum Manullang Riyanti (Persero) Tbk,1222.09,5279.5094
INV-851073,POL-640886,Equity Fund,High,2025-04-06,2059407,PT Laksmiwati Kurniawan (Persero) Tbk,1042.02,2051.6552
INV-193610,POL-516893,Sharia Fund,Medium,2024-03-10,1512183,PT Suartini (Persero) Tbk,1303.1,1057.0376
INV-761503,POL-255077,Fixed Income Fund,Low-Medium,2025-03-13,4684754,CV Hassanah (Persero) Tbk,1080.35,3408.5466
INV-176392,POL-670307,Balanced Fund,Medium,2025-05-21,1913882,PD Pranowo,1498.67,1644.8187
INV-290929,POL-311446,Money Market Fund,Low,2024-05-09,1998307,CV Agustina,1451.08,1644.2102
INV-116257,POL-252184,Money Market Fund,Low,2023-10-06,4155626,PT Hasanah,1409.03,3496.4982
INV-809791,POL-964524,Equity Fund,High,2023-01-27,1366162,UD Riyanti Maryati Tbk,1075.25,959.4041
INV-003951,POL-299310,Fixed Income Fund,Low-Medium,2024-03-27,5094256,PT Halimah Laksita Tbk,1281.6,4882.1399
INV-217785,POL-957213,Balanced Fund,Medium,2024-10-02,3134847,PT Rahimah Tbk,1140.39,2117.1099
INV-721243,POL-901070,Sharia Fund,Medium,2023-09-17,2829445,CV Lailasari,1044.97,2299.4731
INV-369407,POL-434679,Money Market Fund,Low,2025-01-16,12427411,CV Nashiruddin,1357.33,11271.8136
INV-375829,POL-733751,Fixed Income Fund,Low-Medium,2025-02-11,1851648,CV Mandasari Tbk,1485.05,1381.0328
INV-179189,POL-878398,Balanced Fund,Medium,2024-12-26,2743409,UD Wulandari Pradana (Persero) Tbk,1402.96,2574.9205
INV-532601,POL-021416,Sharia Fund,Medium,2024-09-08,2800192,Perum Prasetya Wibisono (Persero) Tbk,1155.78,2023.3834
INV-975270,POL-092059,Fixed Income Fund,Low-Medium,2025-01-26,5368286,PT Pratama Manullang,1486.57,4511.5783
INV-581340,POL-766149,Sharia Fund,Medium,2025-02-27,2091372,PT Suryono,1066.4,1487.3693
INV-815148,POL-136761,Fixed Income Fund,Low-Medium,2025-07-06,3030372,PD Wijaya Pradipta,1330.54,2630.862
INV-768806,POL-274851,Money Market Fund,Low,2025-02-22,2702448,Perum Yulianti Suwarno,1497.52,1975.5684
INV-437441,POL-962240,Sharia Fund,Medium,2024-04-29,4724019,PD Kuswandari,1174.67,4682.817
INV-885236,POL-168863,Balanced Fund,Medium,2025-01-23,3181436,PT Suryono,1160.53,2466.0132
INV-113387,POL-914543,Balanced Fund,Medium,2025-04-28,4465903,Perum Astuti Kusumo Tbk,1351.44,3384.99
INV-784766,POL-735710,Equity Fund,High,2024-12-14,724843,CV Situmorang Nasyiah Tbk,1087.19,519.9882
INV-244335,POL-424588,Money Market Fund,Low,2025-04-22,4975950,UD Prayoga,1373.26,4601.1137
INV-635474,POL-569253,Sharia Fund,Medium,2023-11-20,4818817,UD Sinaga Tbk,1336.74,3728.4639
INV-627025,POL-367283,Balanced Fund,Medium,2025-07-04,4524869,PD Lestari Santoso (Persero) Tbk,1106.12,4407.2488
INV-648060,POL-792443,Equity Fund,High,2025-04-14,10012748,UD Rahmawati Budiyanto,1304.24,7185.5774
INV-986148,POL-480359,Fixed Income Fund,Low-Medium,2023-06-27,6261173,CV Lailasari Pratiwi,1400.08,6137.6973
INV-380380,POL-378340,Equity Fund,High,2025-03-21,1234299,PT Usada Tbk,1032.2,956.3939
INV-118336,POL-510097,Equity Fund,High,2025-05-10,668532,CV Kusmawati Safitri,1361.91,462.404
INV-295947,POL-839879,Fixed Income Fund,Low-Medium,2025-04-15,2450067,PD Wijayanti Pratiwi,1248.0,1805.9448
INV-217708,POL-950162,Money Market Fund,Low,2023-12-25,1425025,PT Nainggolan Prakasa Tbk,1250.07,1358.6742
INV-077359,POL-868428,Sharia Fund,Medium,2022-11-20,3721967,Perum Pratiwi,1346.2,3283.4164
INV-516874,POL-301084,Fixed Income Fund,Low-Medium,2025-06-27,478902,PT Hasanah (Persero) Tbk,1458.85,363.032
INV-292951,POL-006384,Fixed Income Fund,Low-Medium,2022-11-05,3787312,Perum Novitasari,1057.09,2902.9196
INV-757521,POL-988403,Equity Fund,High,2024-10-20,694568,CV Siregar (Persero) Tbk,1212.73,597.5224
INV-837266,POL-586140,Equity Fund,High,2024-11-25,2954906,PT Rajasa Narpati,1020.32,2153.6355
INV-931972,POL-493261,Equity Fund,High,2024-04-11,1961832,PD Waskita Putra Tbk,1441.09,1892.5132
INV-626972,POL-575720,Equity Fund,High,2025-04-21,3335339,UD Maheswara,1270.93,3023.0737
INV-990965,POL-484686,Fixed Income Fund,Low-Medium,2024-01-10,3332659,Perum Dabukke Haryanto,1269.63,3086.485
INV-748480,POL-571110,Sharia Fund,Medium,2025-06-11,2375774,PT Suryatmi Laksita,1008.14,2140.456
INV-525095,POL-577220,Fixed Income Fund,Low-Medium,2024-03-02,246060,PT Novitasari Hutapea (Persero) Tbk,1236.49,188.1885
INV-056832,POL-149741,Balanced Fund,Medium,2024-12-10,6436745,CV Prayoga Tbk,1012.3,6020.8195
INV-573359,POL-665741,Equity Fund,High,2025-01-06,1021891,PT Riyanti Tbk,1438.71,917.891
INV-035116,POL-716985,Balanced Fund,Medium,2025-01-25,3732801,PD Setiawan Yuniar Tbk,1389.03,2686.3552
INV-472751,POL-350496,Sharia Fund,Medium,2024-08-24,1915437,CV Palastri Tbk,1270.4,1655.6541
INV-694477,POL-637894,Money Market Fund,Low,2025-06-23,3609230,UD Zulaika Tbk,1251.46,2564.8649
INV-036121,POL-475150,Sharia Fund,Medium,2025-07-08,545892,Perum Pudjiastuti,1363.81,462.837
INV-682468,POL-130361,Money Market Fund,Low,2024-12-18,5393613,PT Novitasari Santoso,1426.25,3604.7041
INV-418079,POL-403507,Sharia Fund,Medium,2024-06-07,8156232,PD Anggraini Andriani,1327.64,6132.6788
INV-232994,POL-369958,Balanced Fund,Medium,2024-05-15,7311932,PD Prabowo Nurdiyanti Tbk,1265.41,5493.7009
INV-309353,POL-530463,Fixed Income Fund,Low-Medium,2025-01-26,2242575,CV Hassanah Tbk,1209.3,1638.7188
INV-657108,POL-971482,Money Market Fund,Low,2024-05-18,724166,PT Nababan,1360.52,626.669
INV-069519,POL-896164,Fixed Income Fund,Low-Medium,2024-12-03,560949,UD Hardiansyah (Persero) Tbk,1295.84,409.2115
INV-098937,POL-903038,Fixed Income Fund,Low-Medium,2024-12-24,3041385,Perum Wijayanti,1391.51,2146.3736
INV-507365,POL-483460,Fixed Income Fund,Low-Medium,2024-03-01,6325508,PT Permata,1054.64,5976.0169
INV-122025,POL-177388,Balanced Fund,Medium,2025-05-02,1251793,Perum Nugroho Situmorang,1411.34,1147.8099
INV-962809,POL-947762,Balanced Fund,Medium,2025-07-06,1123213,PD Waskita Tbk,1277.99,775.7202
INV-524755,POL-972272,Balanced Fund,Medium,2023-05-19,5456679,PT Hassanah,1298.32,4056.4958
INV-195100,POL-276832,Fixed Income Fund,Low-Medium,2025-04-17,1978814,PT Wahyudin Tbk,1370.1,1465.7097
INV-582010,POL-047355,Sharia Fund,Medium,2025-01-07,1212676,PD Pratama Wibowo (Persero) Tbk,1135.83,834.3849
INV-261384,POL-408448,Equity Fund,High,2025-03-05,2183140,PT Adriansyah Lazuardi (Persero) Tbk,1144.16,1866.022
INV-362861,POL-678936,Money Market Fund,Low,2024-08-27,4158492,PD Yolanda Tbk,1136.28,3821.251
INV-977638,POL-304050,Equity Fund,High,2025-05-13,705771,CV Ramadan,1347.89,586.9349
INV-997250,POL-242335,Equity Fund,High,2025-05-27,5128753,UD Purwanti Purwanti,1075.83,4442.3946
INV-011377,POL-804493,Sharia Fund,Medium,2024-06-10,1857403,PT Pradipta Nainggolan,1129.8,1429.7873
INV-855521,POL-197541,Balanced Fund,Medium,2024-08-09,3861780,PT Uwais (Persero) Tbk,1447.26,3650.256
INV-971597,POL-759728,Equity Fund,High,2023-12-24,1272130,UD Dabukke Mandala (Persero) Tbk,1267.23,881.9214
INV-721941,POL-795991,Equity Fund,High,2025-04-07,2670975,UD Pranowo Saputra (Persero) Tbk,1314.85,1897.3805
INV-201286,POL-984578,Sharia Fund,Medium,2025-01-09,4196485,PD Mandala,1196.7,3191.7206
INV-578270,POL-753715,Balanced Fund,Medium,2024-05-28,1466212,PD Kurniawan Pertiwi,1204.81,1000.6403
INV-331487,POL-699820,Money Market Fund,Low,2025-06-23,3586947,UD Wibowo (Persero) Tbk,1182.17,2677.2591
INV-467384,POL-353706,Sharia Fund,Medium,2024-09-16,5786773,CV Farida,1158.24,4112.496
INV-480725,POL-254621,Money Market Fund,Low,2023-08-15,8848981,CV Mangunsong,1018.66,8376.2625
INV-772232,POL-735372,Fixed Income Fund,Low-Medium,2025-01-02,553671,PT Firgantoro Anggriawan,1377.67,527.7133
INV-335262,POL-532747,Money Market Fund,Low,2024-11-22,4960909,UD Fujiati Anggraini,1342.03,4939.4362
INV-814447,POL-942206,Balanced Fund,Medium,2023-09-21,9676906,UD Utama Susanti,1303.49,6482.1162
INV-366155,POL-690787,Fixed Income Fund,Low-Medium,2024-12-04,143436,CV Lailasari (Persero) Tbk,1492.6,110.9512
INV-798732,POL-615373,Equity Fund,High,2025-03-18,7222088,UD Maryadi Rahmawati Tbk,1279.11,6797.7658
INV-116197,POL-054564,Equity Fund,High,2025-06-30,4637203,PT Mangunsong Mandasari,1244.76,3468.9614
INV-914116,POL-659339,Sharia Fund,Medium,2024-10-13,3246855,Perum Waskita Laksita,1085.88,2986.8868
INV-325616,POL-991360,Equity Fund,High,2025-05-16,2630488,UD Hutasoit Sitompul,1250.75,2434.308
INV-265691,POL-426804,Balanced Fund,Medium,2023-01-21,1926827,Perum Maheswara Agustina,1387.93,1385.1151
INV-135653,POL-216826,Balanced Fund,Medium,2024-07-03,3337079,UD Sitorus Tbk,1007.24,2539.427
INV-577563,POL-480315,Fixed Income Fund,Low-Medium,2023-09-12,431582,PD Mayasari,1079.3,309.0003
INV-938199,POL-792273,Balanced Fund,Medium,2023-06-05,6144985,PD Marbun Pratiwi Tbk,1473.24,4543.9023
INV-692757,POL-092678,Sharia Fund,Medium,2025-05-19,4918803,Perum Mandasari Tbk,1250.43,3392.17
INV-030310,POL-131537,Sharia Fund,Medium,2024-04-14,2363069,CV Budiyanto Wastuti (Persero) Tbk,1455.63,1699.1909
INV-439220,POL-158374,Sharia Fund,Medium,2024-11-23,4195152,PD Lailasari,1353.49,3525.1348
INV-513555,POL-453116,Balanced Fund,Medium,2023-09-24,3249502,CV Suartini,1129.13,2926.7618
INV-209206,POL-270673,Sharia Fund,Medium,2024-04-14,3560227,PT Gunarto Manullang,1178.26,2405.7741
